Loan purpose ,ID,Length of time as a client ,Length of loan ,Type of business / Industry ,Years in business ,Start-up business ,Cash-on-hand ,Total assets ,Debt/equity ratio ,Risk
Operation Expansion,1819,8,3,Healthcare,4,Yes,5317513.694,23303966.22,43,78.46861507
Operation Expansion,1820,18,10,Manufacturing,17,No,2057662.199,23325250.3,48,48.95626404
Real Estate,1821,19,5,High-Tech,11,Yes,5393228.926,13681191.37,35,65.65720949
Working Capital,1822,2,9,Manufacturing,6,No,3478848.187,7734330.318,16,70.03858112
Real Estate,1823,1,6,Financial Services,4,Yes,5276946.17,19191588.8,16,77.72835517
Inventory,1824,20,3,Healthcare,4,Yes,3922455.213,29385233.4,20,72.77931367
Inventory,1825,1,8,Hospitality,19,No,3734255.943,27683932.02,20,39.0886636
Employee/Payroll,1826,11,8,High-Tech,11,Yes,6702874.646,15591398.62,40,59.75993164
Operation Expansion,1827,9,3,Hospitality,13,No,1488471.556,24133183.12,38,61.51803822
Inventory,1828,15,10,Healthcare,15,No,2873796.893,39443947.87,45,41.94434077
Operation Expansion,1829,2,9,Healthcare,12,Yes,7398465.186,34007175.51,47,52.65955789
Employee/Payroll,1830,10,6,Financial Services,5,No,3904381.108,33339299.23,46,62.34797144
Inventory,1831,15,1,Financial Services,7,No,5617199.467,19101298.97,17,57.30927623
Operation Expansion,1832,7,2,Retail,8,Yes,7561812.69,24804865.77,20,62.58562284
Working Capital,1833,11,8,Hospitality,3,Yes,7648796.529,24809227.03,43,67.25133834
New Equipment,1834,19,5,Manufacturing,20,Yes,5974855.94,33117828.13,40,44.23154438
Inventory,1835,1,2,Hospitality,11,Yes,4045449.218,25048398.54,32,70.90407497
Operation Expansion,1836,19,10,Manufacturing,18,Yes,7208919.751,19036632.91,29,43.24694734
New Equipment,1837,10,2,Financial Services,2,No,4448017.692,32485105.23,61,71.7179057
Inventory,1838,8,6,Healthcare,9,Yes,6841662.908,26512964.7,28,60.19657911
New Equipment,1839,16,3,Hospitality,17,Yes,5975229.809,21655666.38,57,54.52211336
Operation Expansion,1840,8,10,Retail,11,Yes,1104284.721,18822514.32,50,78.24271459
Employee/Payroll,1841,6,7,Hospitality,9,No,5191884.751,26975079.17,48,53.12148001
Working Capital,1842,16,2,Hospitality,20,Yes,5008557.578,19882456.9,48,52.70728497
Working Capital,1843,18,6,High-Tech,13,Yes,6498969.308,31843750.37,62,52.21770219
Employee/Payroll,1844,3,3,High-Tech,1,Yes,2624222.904,28512095.43,58,90.57406538
Working Capital,1845,16,4,Hospitality,18,Yes,6202376.148,29996511.38,23,44.00779951
New Equipment,1846,8,6,Manufacturing,13,Yes,6260217.873,24194181.65,20,58.20182213
Operation Expansion,1847,18,7,Manufacturing,18,Yes,2452042.82,29295285.94,31,56.70700162
Inventory,1848,18,6,Manufacturing,12,Yes,6431028.126,36872273.58,20,48.92965778
Operation Expansion,1849,11,3,Healthcare,16,No,4185246.752,26917452.46,59,48.49863396
Operation Expansion,1850,5,6,Retail,13,Yes,5072678.581,31770356.44,28,59.09463945
Working Capital,1851,13,7,Financial Services,6,No,3624401.404,33802137.9,16,56.32842627
Operation Expansion,1852,7,3,Healthcare,12,No,7547295.134,18441117.73,52,48.8815919
Employee/Payroll,1853,11,7,High-Tech,18,No,5793626.175,15722359.46,64,40.65502829
New Equipment,1854,20,1,Hospitality,3,Yes,4700923.181,16231795.18,58,83.58718054
New Equipment,1855,4,1,Financial Services,12,Yes,5464266.43,17072099.82,63,73.56101972
Operation Expansion,1856,20,4,Manufacturing,5,Yes,5827135.212,30635650.3,60,69.96086813
Real Estate,1857,18,5,High-Tech,16,Yes,3454589.061,18404314.9,51,63.12139114
Employee/Payroll,1858,16,9,Hospitality,9,Yes,2994822.012,33925927.52,58,65.37869602
Employee/Payroll,1859,17,3,Healthcare,10,Yes,6127308.175,28977603.01,31,58.87586017
Employee/Payroll,1860,20,8,Hospitality,3,Yes,5441188.978,33167599.5,21,63.46954999
Employee/Payroll,1861,10,1,Retail,17,Yes,5524685.262,23030618.91,54,57.59958514
New Equipment,1862,10,2,Manufacturing,13,Yes,8049756.191,17491655.96,16,55.8762254
New Equipment,1863,11,6,Hospitality,9,No,7285307.442,24222344.9,62,49.74909584
Inventory,1864,7,10,High-Tech,16,No,5160995.028,19204319.6,45,43.42649522
Employee/Payroll,1865,12,7,Healthcare,19,Yes,4072316.738,20884250.74,42,53.88850047
Working Capital,1866,1,10,Retail,5,Yes,3978344.117,18805726.31,59,82.09674564
New Equipment,1867,7,10,Healthcare,1,Yes,3404704.832,30157320.25,15,78.36194839
New Equipment,1868,8,7,Manufacturing,8,Yes,4699214.163,27546672.32,64,73.33344742
New Equipment,1869,9,2,High-Tech,16,No,3402132.083,28602965.21,53,52.37263307
Working Capital,1870,7,2,Financial Services,12,Yes,3553440.055,28538472.84,51,71.82940096
Real Estate,1871,15,8,High-Tech,18,Yes,5962344.928,34226491.81,59,44.81315258
Inventory,1872,9,3,High-Tech,15,Yes,4812276.505,34225936.59,65,57.39356448
Real Estate,1873,20,4,Financial Services,10,No,2561222.381,32970368.71,33,57.66345558
Real Estate,1874,8,7,Healthcare,17,No,3969021.383,9446102.837,60,53.88059048
Real Estate,1875,2,9,Retail,15,Yes,3703342.892,21095071.28,57,66.56694691
New Equipment,1876,8,2,Financial Services,11,Yes,2126123.522,36243124.49,38,74.67961031
Employee/Payroll,1877,2,2,High-Tech,7,No,4304406.119,28760149.68,29,62.02176555
Employee/Payroll,1878,19,3,Manufacturing,3,No,7157077.429,17762370.29,31,60.03500565
Inventory,1879,8,10,Healthcare,4,Yes,5915841.366,36063967.8,17,61.83946836
Working Capital,1880,9,3,High-Tech,6,No,5397388.386,24500047,38,61.43822327
Employee/Payroll,1881,12,9,Retail,2,No,4787956.213,10865073.55,28,68.65882446
Inventory,1882,17,2,Healthcare,9,No,5610566.891,40687936.14,40,47.08786338
Real Estate,1883,11,1,Healthcare,11,Yes,7022822.224,19967672.31,28,62.96467008
Working Capital,1884,11,2,Manufacturing,6,No,4470048.583,45552949.54,29,56.85922425
Working Capital,1885,6,1,Hospitality,12,Yes,5521783.527,41521585.48,65,59.92458035
New Equipment,1886,6,10,Retail,19,Yes,4338959.394,26280141.6,54,54.35796157
Employee/Payroll,1887,20,4,Manufacturing,5,Yes,5185872.528,37696283.58,51,67.77668528
New Equipment,1888,7,2,Retail,16,Yes,7430825.899,28947139.92,60,53.81547123
Employee/Payroll,1889,7,5,Manufacturing,3,Yes,4177450.66,35212203.75,62,79.16286569
Employee/Payroll,1890,15,8,Financial Services,18,Yes,5750460.015,27241534.12,51,47.49375155
Operation Expansion,1891,17,6,Manufacturing,4,Yes,4953846.249,24001246.82,42,75.7618639
Operation Expansion,1892,16,9,High-Tech,9,Yes,5062423.676,21429047.12,62,65.55144067
Operation Expansion,1893,4,7,Healthcare,10,Yes,5256515.494,24257297.04,38,66.71058103
Inventory,1894,18,6,High-Tech,2,Yes,6937910.723,40186280.29,38,63.12070423
Real Estate,1895,5,9,Retail,6,Yes,1916657.528,27537953.13,50,82.93342007
Employee/Payroll,1896,9,4,Financial Services,11,Yes,6188002.05,24604507.65,65,63.76463709
Real Estate,1897,16,7,Healthcare,19,Yes,2952956.062,20216177.47,65,59.37051731
Employee/Payroll,1898,3,9,High-Tech,18,Yes,2130789.108,31006046.34,28,57.14738829
Operation Expansion,1899,14,7,Healthcare,7,No,4998881.59,15715416.43,39,60.33506639
Employee/Payroll,1900,14,2,Healthcare,18,Yes,6767650.139,24425261.62,46,48.63189091
Inventory,1901,17,7,Hospitality,19,Yes,7182851.505,27096022.56,17,35.2535475
Operation Expansion,1902,3,6,Manufacturing,8,Yes,3566051.141,24239825.48,40,77.93697674
Operation Expansion,1903,3,5,Manufacturing,4,Yes,4844163.201,16678590.72,34,83.63385681
Working Capital,1904,10,1,High-Tech,15,Yes,5278283.325,25038767.72,38,60.36684343
Employee/Payroll,1905,16,4,Financial Services,14,No,4071670.348,15519864.52,61,54.47685729
Working Capital,1906,16,9,Hospitality,7,Yes,3899011.803,17417463.5,30,72.01374476
Real Estate,1907,6,2,Hospitality,18,Yes,5954481.53,21087731.86,16,51.22086899
Inventory,1908,4,6,Hospitality,20,No,5021105.61,13848208.89,40,42.42595553
Working Capital,1909,7,4,Hospitality,18,No,7656472.356,19628994.81,29,35.28946812
New Equipment,1910,12,6,Financial Services,6,Yes,5783410.588,33204709.95,35,68.21536836
Employee/Payroll,1911,15,3,High-Tech,12,No,2112277.889,23338232.6,55,60.03822045
Employee/Payroll,1912,2,9,Retail,7,Yes,1548682.387,25662401.61,64,82.75093968
New Equipment,1913,13,6,Healthcare,10,Yes,6367269.903,14864804.69,53,67.15988268
Employee/Payroll,1914,15,5,Retail,20,Yes,5056962.622,29777523.94,26,44.69202543
Real Estate,1915,4,8,Healthcare,17,Yes,5113177.881,29772493,54,54.79316355
Inventory,1916,3,3,High-Tech,20,Yes,5939723.84,28814270.38,41,48.77850973
Operation Expansion,1917,2,6,High-Tech,15,Yes,5086671.613,20207309.81,54,62.54019278
Employee/Payroll,1918,6,2,Healthcare,3,Yes,3257435.904,40364164.71,34,79.27247453
Employee/Payroll,1919,2,5,High-Tech,19,Yes,3300673.461,23239998.37,24,57.33994917
Working Capital,1920,15,5,Financial Services,5,Yes,4442501.55,23610786.15,35,76.66602389
Operation Expansion,1921,13,4,Hospitality,3,Yes,4704019.856,26703021.75,33,76.49909524
Real Estate,1922,7,3,Hospitality,2,No,7182293.612,17631271.18,22,63.45104317
Real Estate,1923,4,8,Manufacturing,8,No,4737255.66,36234299.65,37,56.09180839
Working Capital,1924,18,9,Healthcare,8,No,3554670.246,30388670.19,58,56.14426665
Inventory,1925,3,1,Hospitality,1,Yes,4736044.18,34952681.85,46,82.15423238
Employee/Payroll,1926,15,4,Financial Services,10,No,4206246.503,24613856.52,65,57.31829756
Inventory,1927,15,8,Retail,2,Yes,6806524.733,28167252.48,63,70.24906489
New Equipment,1928,6,1,Hospitality,11,Yes,5666298.236,21507064.86,19,65.70209338
New Equipment,1929,10,5,Hospitality,11,No,3186557.495,33459865.71,29,54.45179707
New Equipment,1930,5,7,Manufacturing,20,Yes,5398593.767,15962172.76,39,56.09163123
New Equipment,1931,3,9,Manufacturing,10,No,4270468.28,24165653.98,31,58.69956487
Real Estate,1932,14,6,Healthcare,13,Yes,3007593.926,23635334.54,22,65.28012524
New Equipment,1933,20,5,High-Tech,6,No,6277190.476,28264376.77,39,53.26830443
Employee/Payroll,1934,16,5,High-Tech,10,No,4130331.509,31265315.34,40,51.21255864
New Equipment,1935,9,9,Financial Services,8,No,5584945.693,26796212.39,15,50.16227202
Employee/Payroll,1936,15,3,Healthcare,5,Yes,4745192.663,28356756.25,59,74.09391095
New Equipment,1937,14,6,High-Tech,18,No,7235406.759,17382888.21,15,31.48232091
Inventory,1938,10,10,Retail,4,Yes,5430497.643,23233431.82,38,72.3200614
Employee/Payroll,1939,16,5,Manufacturing,16,No,1523406.714,23240875.89,29,53.74515736
Working Capital,1940,12,2,Retail,12,Yes,5924105.152,34168659.72,25,57.5179685
Working Capital,1941,10,4,Hospitality,14,No,2240158.258,32561443.84,16,49.24120008
New Equipment,1942,7,4,Manufacturing,10,No,4561829.712,24900967.27,49,61.04309236
Operation Expansion,1943,13,2,High-Tech,15,Yes,7041207.314,24589083.59,28,51.71665098
Inventory,1944,8,5,Financial Services,11,Yes,3322705.819,27439558.57,42,70.74767586
Operation Expansion,1945,4,2,Retail,9,Yes,6545033.064,24021761.54,18,64.78187722
Working Capital,1946,1,8,Retail,12,Yes,6317219.475,38272860.42,55,56.70527383
Operation Expansion,1947,16,10,Retail,1,Yes,5442597.131,27732638.38,46,74.4306166
Inventory,1948,6,1,Financial Services,11,Yes,6074230.465,20419250.02,52,68.88165247
Working Capital,1949,14,4,Manufacturing,9,No,3472279.449,13988110.09,24,64.69088596
Operation Expansion,1950,6,10,Financial Services,9,No,5135725.259,24271336.3,43,55.00694211
Operation Expansion,1951,2,6,Hospitality,8,No,7136771.669,26893650.02,20,48.12407577
Operation Expansion,1952,10,2,Manufacturing,3,No,3735628.503,25143149.25,58,74.21624855
Employee/Payroll,1953,11,5,High-Tech,18,No,3361894.181,25136782.76,15,39.71762101
New Equipment,1954,3,8,High-Tech,17,Yes,3173035.201,22089604.5,49,64.10419831
Operation Expansion,1955,6,10,Hospitality,11,Yes,3851415.448,26017749.07,45,65.58859269
Working Capital,1956,20,2,Retail,10,Yes,3778161.893,23814379.03,41,70.99038527
Inventory,1957,13,3,Retail,20,Yes,5483165.496,28834468.33,37,47.62669396
Working Capital,1958,20,6,Hospitality,14,No,4897661.918,15443590.25,43,47.91675072
Working Capital,1959,3,8,Financial Services,7,Yes,4526328.121,34576863.26,17,66.91050086
New Equipment,1960,19,9,Hospitality,11,No,4412416.767,21906988.7,25,48.93955688
Working Capital,1961,14,5,Retail,6,No,4833195.157,25581727.83,36,60.58942562
Working Capital,1962,9,4,Retail,19,No,4439691.451,30033737.24,33,40.90489925
Real Estate,1963,8,3,Retail,13,No,2940459.003,27938334.31,57,59.26168363
Working Capital,1964,11,7,Healthcare,16,Yes,4362349.618,22862762.16,27,57.26475349
Employee/Payroll,1965,7,5,Manufacturing,11,Yes,7243532.372,24020558.37,50,60.58309942
Working Capital,1966,4,5,Manufacturing,16,No,5207403.529,22478456.14,47,49.43881628
Employee/Payroll,1967,12,10,Retail,13,Yes,4910693.103,29715650.76,64,56.84739742
Inventory,1968,9,1,Hospitality,14,Yes,5735169.518,30487275.34,56,58.21018468
Employee/Payroll,1969,20,3,High-Tech,8,No,5772889.651,31116975.72,41,49.50196782
Operation Expansion,1970,9,4,High-Tech,6,No,4858999.771,18019603.52,43,64.9440251
Employee/Payroll,1971,18,7,Manufacturing,17,Yes,3818551.467,24364795.3,56,56.7764091
New Equipment,1972,15,9,Hospitality,16,Yes,5671058.918,15879514.69,39,54.67580272
Operation Expansion,1973,20,1,Financial Services,3,Yes,5931319.308,14909247.89,63,80.91137546
New Equipment,1974,10,6,Healthcare,11,No,3299357.854,20112489.02,35,60.5153516
Working Capital,1975,3,5,Financial Services,17,No,3497344.622,31272366.23,33,48.37577472
Operation Expansion,1976,3,9,Financial Services,12,Yes,5321822.852,18445939.05,39,65.63003719
New Equipment,1977,17,1,Financial Services,20,Yes,7372316.208,31189858.15,34,42.98598274
New Equipment,1978,20,10,Retail,14,No,4939745.772,15549860.17,65,48.41475053
Employee/Payroll,1979,11,10,Financial Services,5,No,6491561.632,42048881.2,54,48.00158628
New Equipment,1980,3,10,Financial Services,14,Yes,4664916.063,25377562.43,60,63.51596617
Real Estate,1981,17,3,Hospitality,10,Yes,4141084.659,24718890.56,18,65.03039622
New Equipment,1982,7,10,Financial Services,17,No,4253770.638,24373961.37,39,45.60829932
Employee/Payroll,1983,6,6,Retail,2,Yes,5407845.551,28313760.4,43,77.50370634
Real Estate,1984,12,9,High-Tech,4,No,4662126.677,22151477.24,30,62.50907931
Operation Expansion,1985,1,9,High-Tech,20,No,2699901.265,12813620.23,32,49.29813215
New Equipment,1986,3,2,Hospitality,6,No,5699114.727,16356897.23,45,67.40979749
Operation Expansion,1987,15,3,High-Tech,12,Yes,3949453.003,30735533.43,18,60.10265738
Working Capital,1988,9,6,High-Tech,5,No,4218236.077,21848952.01,35,65.51566548
Inventory,1989,17,1,Hospitality,16,Yes,7384761.716,27784460.58,46,47.79791631
New Equipment,1990,14,5,High-Tech,10,Yes,4731987.683,21109017.75,18,65.22426859
Inventory,1991,2,5,Financial Services,8,Yes,4342801.049,20748873.99,64,78.05937127
Employee/Payroll,1992,7,3,Retail,10,No,3976435.072,22982583.31,59,61.30563105
Operation Expansion,1993,13,9,Retail,10,No,8107636.517,22350621.55,15,37.50081725
Working Capital,1994,19,3,Healthcare,11,Yes,5415795.481,16489272.74,34,65.72032801
Operation Expansion,1995,12,5,Financial Services,3,No,3443911.726,28436654.38,38,69.50486233
Working Capital,1996,5,2,Retail,10,Yes,6699183.306,23638597.79,54,67.4561308
New Equipment,1997,13,9,High-Tech,7,No,5445890.188,32269038.09,47,52.6925158
Employee/Payroll,1998,16,7,High-Tech,1,Yes,3194698.943,26001247.82,20,78.8814337
New Equipment,1999,6,2,High-Tech,10,Yes,7788949.088,15308950.3,53,67.03404356
Working Capital,2000,4,6,Manufacturing,7,Yes,4816938.34,18052016.77,31,77.42804113
Inventory,2001,14,2,Hospitality,20,No,5824839.222,17209067.73,40,38.03138047
New Equipment,2002,20,6,Manufacturing,1,No,6981504.345,25507221.05,24,59.65517406
Employee/Payroll,2003,2,1,Healthcare,16,No,6465966.443,22566590.09,32,44.67383714
Working Capital,2004,7,10,Financial Services,19,Yes,3277150.701,26750174.08,34,55.37664214
Real Estate,2005,7,10,Financial Services,12,Yes,4422888.526,35980389.19,27,58.98704767
New Equipment,2006,16,7,Financial Services,12,Yes,5079239.492,20850178.72,46,64.51853515
New Equipment,2007,2,6,Manufacturing,12,Yes,6032363.804,23800814.36,27,64.21414408
Inventory,2008,7,3,Financial Services,7,No,6534730.483,24205786.99,65,58.8152402
New Equipment,2009,18,8,Manufacturing,14,No,5185207.922,13823927.46,61,51.2305128
Real Estate,2010,1,10,Manufacturing,16,Yes,3301329.349,23728471.6,50,65.47118013
Inventory,2011,10,2,Retail,12,Yes,4060233.966,26802297.31,15,62.81415679
Operation Expansion,2012,13,2,High-Tech,2,No,8100954.175,25270117.72,64,59.30245205
Real Estate,2013,9,6,Retail,6,No,6651659.812,19102367.8,47,59.70904039
Working Capital,2014,13,3,Healthcare,14,No,3391236.139,34270947.39,56,51.00351394
New Equipment,2015,6,9,Financial Services,13,Yes,5393827.978,22741966.31,35,62.19302936
Inventory,2016,4,6,Healthcare,12,Yes,5745389.238,17749874.85,39,64.83093287
Working Capital,2017,20,6,High-Tech,20,Yes,6945898.828,20417473.41,18,38.66474677
New Equipment,2018,18,4,High-Tech,8,Yes,5874177.863,32709909.19,32,62.49743093
New Equipment,2019,7,1,High-Tech,3,Yes,7681304.328,22006525.02,32,74.90668765
Working Capital,2020,20,10,Healthcare,18,Yes,2739336.242,29927333.35,35,52.29471581
Working Capital,2021,17,5,Hospitality,13,No,7201574.374,18699429.94,45,42.76241434
Working Capital,2022,16,4,Financial Services,4,Yes,6434167.515,24647981.55,50,72.99982894
Working Capital,2023,10,2,Financial Services,9,Yes,4509173.029,32884792.74,25,68.5079382
Real Estate,2024,5,1,Retail,13,Yes,2775322.398,23122295.54,26,73.91071338
Employee/Payroll,2025,5,4,Hospitality,11,Yes,7233393.496,23779100.7,22,56.51347229
Working Capital,2026,2,1,Financial Services,5,No,3996809.452,34678713.39,29,67.49345826
New Equipment,2027,12,10,Financial Services,16,No,3809476.152,40909061.72,62,41.45590978
Working Capital,2028,16,5,Hospitality,20,No,4165362.427,23915182.96,40,38.81528081
Inventory,2029,1,7,Hospitality,4,Yes,4632978.072,29174251.68,27,74.63362499
Real Estate,2030,7,2,Financial Services,8,Yes,7257766.757,27758550.77,57,67.73656535
Working Capital,2031,3,9,Financial Services,14,Yes,3382955.032,18240115.5,61,70.16937991
Employee/Payroll,2032,8,8,Healthcare,20,Yes,7352225.205,34454883.58,26,35.30108483
Real Estate,2033,18,9,Hospitality,19,Yes,3116446.904,28379323.59,51,52.03181295
Working Capital,2034,20,6,Financial Services,14,No,7699640.079,23656171.49,58,38.47828455
New Equipment,2035,7,10,Hospitality,12,Yes,5340408.128,26845791.47,39,59.69000795
Inventory,2036,16,4,Hospitality,13,No,7914249.18,24691138.57,38,37.62473553
Operation Expansion,2037,13,6,Financial Services,5,Yes,5183585.075,35793994.28,22,66.83851795
Working Capital,2038,15,4,Manufacturing,3,Yes,8004326.696,18265045.72,49,73.04058744
Operation Expansion,2039,20,5,Financial Services,13,Yes,4717160.812,32739981.7,26,55.79425248
Operation Expansion,2040,6,2,Financial Services,2,Yes,6160589.643,25629866.87,26,78.61842976
Working Capital,2041,2,4,High-Tech,4,Yes,4847544.624,12878745.97,24,83.21514872
Working Capital,2042,18,9,High-Tech,9,Yes,5598401.518,36717198.49,45,56.78533257
New Equipment,2043,10,9,Hospitality,15,Yes,4584659.281,15252708.14,54,62.45481133
Working Capital,2044,7,9,Hospitality,11,No,5603522.505,18438066.21,42,51.45956591
New Equipment,2045,16,5,Retail,1,Yes,6499938.611,22529371.4,27,76.28245096
Operation Expansion,2046,5,9,Retail,14,Yes,1356943.258,32774533.75,28,66.69205208
Employee/Payroll,2047,2,2,Healthcare,20,No,3646915.161,15463183.98,36,49.64873865
Working Capital,2048,12,2,Manufacturing,12,No,7003688.104,25933274.81,26,46.27915215
Operation Expansion,2049,19,2,Healthcare,1,Yes,6099238.637,25547473.03,51,77.52687841
Employee/Payroll,2050,6,6,Manufacturing,19,Yes,5840603.006,30529044.17,61,49.43261619
